"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","COLPROT","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Study protocol of data collection","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","RID","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","VISCODE","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","VISCODE2","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","EXAMDATE","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","MANUFACTURER","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","MRI Scanner Manufacturers","-4","-4","-4","-4","-4","-4","-4","-4","","-4","GE, Philips or Siemens","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","MANUFACTURERSMODELNAME","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","MRI Scanner Model Names","-4","-4","-4","-4","-4","-4","-4","-4","","-4","Signa, Discovery, Intera, Achieva, Gemini, Ingenia, Ingenuity, Verio, TrioTim, Symphony, Skyra, Prisma or Biograph","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","MAGNETICFIELDSTRENGTH","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","MRI Scanner Magnetic Field Strength (1.5 or 3.0 Tesla)","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","MRACQUISITIONTYPEFLAIR","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Flair Acquisition Type (2D or 3D)","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","CEREBRUM_TCV","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Cerebrum Cranial Volume (supratentorial portion)","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","880.37  1643.73","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","CEREBRUM_TCB","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Cerebrum Brain Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","665.49  1284.60","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","CEREBRUM_TCC","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Cerebrum Cerebrospinal Fluid Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","149.05  505.87","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","CEREBRUM_GRAY","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Cerebrum Gray Matter Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","311.96  714.74","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","CEREBRUM_WHITE","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Cerebrum White Matter Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","235.78  639.02","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","LEFT_HIPPO","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Segmented Left Hippocampus Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","1.07  4.91","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","RIGHT_HIPPO","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Segmented Right Hippocampus Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","1.34 - 4.75","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_HIPPO","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Segmented Total Hippocampi Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","2.45  9.65","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_CSF","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Brain Cerebrospinal Fluid Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","187.78  601.05","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_GRAY","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Brain Gray Matter Volume ","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","378.75  846.23","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_WHITE","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Brain White Matter Volume ","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","256.08  702.23","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_WMH","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total White Matter Hyperintensity Volume","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","0.01  129.84","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","TOTAL_BRAIN","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Total Brain Volume (includes both cerebrum and infratentorial region)","-4","-4","-4","-4","-4","-4","-4","-4","Centimeters Cubed","-4","1048.79  1884.71","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
"-4","STATUS","UCD_WMH","UCD - White Matter Hyperintensity Volumes","-4","Analysis Status","-4","-4","-4","-4","-4","-4","-4","-4","","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2020-09-02 13:55:55.0"
