"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","COLPROT","PICSLASHS","ASHS volume data","-4","Study protocol of data collection","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","RID","PICSLASHS","ASHS volume data","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","","","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","VISCODE","PICSLASHS","ASHS volume data","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","VISCODE2","PICSLASHS","ASHS volume data","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","","","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","EXAMDATE","PICSLASHS","ASHS volume data","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","ICV","PICSLASHS","ASHS volume data","-4","Intracranial volume computed by ASHS","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","SLICE_THICKNESS","PICSLASHS","ASHS volume data","-4","Coronal slice thickness","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","LEFT_CA1_VOL","PICSLASHS","ASHS volume data","-4","Volume of left CA1 ROI","-4","-4","-4","-4","-4","-4","-4","-4","mm^3","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","LEFT_CA1_NS","PICSLASHS","ASHS volume data","-4","Number of coroinal slices in which left CA1 appears","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","LEFT_CA2_VOL","PICSLASHS","ASHS volume data","-4","Volume of left CA2 ROI","-4","-4","-4","-4","-4","-4","-4","-4","mm^3","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","LEFT_CA2_NS","PICSLASHS","ASHS volume data","-4","Number of coroinal slices in which left CA2 appears","-4","-4","-4","-4","-4","-4","-4","-4","","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
"-4","LEFT_CA3_VOL","PICSLASHS","ASHS volume data","-4","Volume of left CA3 ROI","-4","-4","-4","-4","-4","-4","-4","-4","mm^3","","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-11-14 10:24:11.0"
